rid,preferred_name,definition,synonyms,acronyms
RID11007,general anesthesia,,,
RID11008,local anesthesia,A blocking of nerve conduction to a specific area by an injection of an anesthetic agent. [MeSH],,
RID11009,tumescent anesthesia,,,
RID11010,regional anesthesia,,,
RID11011,epidural anesthesia,,,
RID11012,spinal anesthesia,,,
RID11013,sedation depth,,,
RID11014,deep sedation,,,
RID11015,moderate sedation,,,
RID11016,mild sedation,,,
RID11017,no sedation,,,
RID11018,interventional access technique,,,
RID11019,trochar access technique,,trochar,
RID11021,coaxial access technique,,,
RID11022,Seldinger access technique,,,
RID11023,interventional access closure technique,,,
RID11024,manual pressure access closure technique,,,
RID11025,clamp pressure access closure technique,,,
RID11026,closure device access closure technique,,,
RID11027,track closure technique,,,
RID11028,ablation track closure technique,,,
RID11029,embolization track closure technique,,,
RID11030,balloon dilation procedure,,balloon dilatation procedure,
RID11031,angioplasty,"Endovascular reconstruction of an artery, which may include the removal of atheromatous plaque and/or the endothelial lining as well as simple dilatation. These are procedures performed by catheterization. When reconstruction of an artery is performed surgically, it is called endarterectomy. [MeSH]",,
RID11032,tract dilation,,track dilatation,
RID11034,cholangioplasty,,biliary dilatation,
RID11036,urinary tract dilatation,,,
RID11037,sequential dilation of a structure,,,
RID11039,compliant balloon,,,
RID11040,noncompliant balloon,,,
RID11041,cutting balloon,,,
RID11042,cryoplasty balloon,,,
RID11043,balloon deployment,,,
RID11044,monorail deployment,,,
RID11045,over-the-wire deployment,,,
RID11046,balloon catheter,,,
RID11047,low profile balloon catheter,,,
RID11048,standard balloon catheter,,,
RID11050,high-pressure balloon,balloon rated 12 or more,,
RID11051,low-pressure balloon,balloon rated under 12,,
RID11052,interventional wire,,,
RID11053,hydrophilic wire,,,
RID11054,nonhydrophilic wire,,,
RID11055,stiff wire,,,
RID11056,nonstiff wire,,standard wire,
RID11058,radiofrequency ablation endpoint determinant,,,
RID11059,target temperature endpoint,,,
RID11060,impedance control endpoint,,,
RID11061,duration of ablation endpoint,,,
RID11062,focused ultrasound energy application method,,,
RID11063,extracorporeal application,,transcutaneous application,
RID11065,direct application,"percutaneous application with needle-like applicator, or intracavitary or intracardiac devices",,
RID11066,bolus triggering method,,,
RID11067,best estimated timing,,best guess timing,
RID11069,automated bolus tracking,,automated bolus triggering,
RID11071,MR fluoroscopy,,real-time reconstructed MR imaging,
RID11073,test bolus,,,
RID11074,procedure complication timing,,,
RID11075,immediate complication,within 24 hours of the procedure,,
RID11076,early complication,within the first 2-30 days after the procedure,,
RID11077,late complication,greater than 30 days after the procedure,,
RID11078,substance administration attribute,,,
RID11083,early venous phase,,,
RID11086,unenhanced phase,,,
RID11087,route of administration,The various ways of administering a drug or other chemical to a site in a patient or animal from where the chemical is absorbed into the blood and delivered to the target tissue. [MeSH],,
RID11088,auricular,administration to or by way of the ear.,otic,
RID11090,buccal,"administration directed toward the cheek, generally from within the mouth.",,
RID11091,conjunctival,"administration to the conjunctiva, the delicate membrane that lines the eyelids and covers the exposed surface of the eyeball.",,
RID11092,cutaneous,administration to the skin.,,
RID11093,dental,administration to a tooth or teeth.,,
RID11094,electroosmosis,administration of through the diffusion of substance through a membrane in an electric field.,electro-osmosis,
RID11095,endocervical,administration within the canal of the cervix uteri.,intracervical,
RID11097,endosinusial,administration within the nasal sinuses of the head.,,
RID11098,endotracheal,administration directly into the trachea.,,
RID11099,enteral,administration directly into the intestines.,,
RID111,pharyngeal vestibule,,,
RID11100,epidural route,administration upon or over the dura mater.,,
RID11101,extra-amniotic,administration to the outside of the membrane enveloping the fetus,,
RID11102,extracorporeal,administration outside of the body.,,
RID11103,via hemodialysate,administration through hemodialysate fluid.,,
RID11104,infiltration route,administration that results in substances passing into tissue spaces or into cells.,infiltration,
RID11105,interstitial route,administration to or in the interstices of a tissue.,,
RID11106,intra-abdominal,administration within the abdomen.,,
RID11107,intra-amniotic,administration within the amnion.,,
RID11108,intra-arterial,administration within an artery or arteries.,intraarterial,
RID11109,intra-articular,administration within a joint.,intraarticular,
RID11110,intrabiliary,"administration within the bile, bile ducts or gallbladder.",,
RID11111,intrabronchial,administration within a bronchus.,,
RID11112,intrabursal,administration within a bursa.,,
RID11113,intracardiac,administration with the heart.,,
RID11114,intracartilaginous,administration within a cartilage; endochondral.,,
RID11115,intracaudal,administration within the cauda equina.,,
RID11116,intracavernous,"administration within a pathologic cavity, such as occurs in the lung in tuberculosis.",,
RID11117,intracavitary,"administration within a non-pathologic cavity, such as that of the cervix, uterus, or penis, or such as that which is formed as the result of a wound.",,
RID11118,intracerebral,administration within the cerebrum.,,
RID11119,intracisternal,administration within the cisterna magna cerebellomedularis.,,
RID11120,intracorneal,administration within the cornea.,,
RID11121,"intracoronal, dental",administration of a drug within a portion of a tooth which is covered by enamel and which is separated from the roots by a slightly constricted region known as the neck.,,
RID11122,intracoronary,administration within the coronary arteries.,,
RID11123,intracorporus cavernosum,administration within the dilatable spaces of the corporus cavernosa of the penis.,,
RID11124,intradermal,administration within the dermis.,,
RID11125,intradiscal,administration within a disc.,,
RID11126,intraductal,administration within the duct of a gland.,,
RID11127,intraduodenal,administration within the duodenum.,,
RID11128,intradural,administration within or beneath the dura.,,
RID11129,intraepidermal,administration within the epidermis.,,
RID11130,intraesophageal,administration within the esophagus.,,
RID11131,intragastric,administration within the stomach.,,
RID11132,intragingival,administration within the gingivae.,,
RID11133,intraileal,administration within the distal portion of the small intestine.,,
RID11134,intralesional,administration within or introduced directly into a localized lesion.,,
RID11135,intraluminal,administration within the lumen of a tube.,,
RID11136,intralymphatic,administration within the lymph.,,
RID11137,intramedullary,administration within the marrow cavity of a bone.,,
RID11138,intrameningeal,administration within the meninges.,,
RID11139,intramuscular,administration within a muscle.,,
RID11140,intraocular,administration within the eye.,,
RID11141,intraovarian,administration within the ovary.,,
RID11142,intrapericardial,administration within the pericardium.,,
RID11143,,,,
RID11144,intrapleural,administration within the pleura.,,
RID11145,intraprostatic,administration within the prostate gland.,,
RID11146,intrapulmonary,administration within the lungs or its bronchi.,,
RID11147,intrasinal,administration within the nasal or periorbital sinuses.,,
RID11148,intraspinal,administration within the vertebral column.,,
RID11149,intrasynovial,administration within the synovial cavity of a joint.,,
RID1115,,,,
RID11150,intratendinous,administration within a tendon.,,
RID11151,intratesticular,administration within the testicle.,,
RID11153,intrathoracic,administration within the thorax (internal to the ribs).,endothoracic,
RID11155,intratubular,administration within the tubules of an organ.,,
RID11156,intratumor,administration within a tumor.,,
RID11157,intratympanic,administration within the aurus media.,,
RID11158,intrauterine,administration within the uterus.,,
RID11159,intravascular,administration within a vessel or vessels.,,
RID1116,,,,
RID11160,intravenous,administration within or into a vein or veins.,IV,
RID11161,intravenous bolus,administration within or into a vein or veins all at once.,,
RID11162,intravenous drip,administration within or into a vein or veins over a sustained period of time.,,
RID11163,intraventricular,administration within a ventricle.,,
RID11164,intravesical,administration within the bladder.,,
RID11165,intravitreal,administration within the vitreous body of the eye.,,
RID11166,iontophoresis,administration by means of an electric current where ions of soluble salts migrate into the tissues of the body.,,
RID11167,irrigation,administration to bathe or flush open wounds or body cavities.,,
RID11168,laryngeal,administration directly upon the larynx.,,
RID11169,nasal,administration to the nose; administered by way of the nose.,,
RID11170,nasogastric,"administration through the nose and into the stomach, usually by means of a tube.",,
RID11171,occlusive dressing technique,administration by the topical route which is then covered by a dressing which occludes the area.,,
RID11172,ophthalmic,administration to the external eye.,,
RID11173,oral,administration to or by way of the mouth.,,
RID11174,oropharyngeal,administration directly to the mouth and pharynx.,,
RID11175,parenteral,"administration by injection, infusion, or implantation.",,
RID11176,percutaneous,administration through the skin.,,
RID11177,periarticular,,,
RID11178,peridural,administration to the outside of the dura mater of the spinal cord..,,
RID11179,perineural,administration surrounding a nerve or nerves.,,
RID1118,,,,
RID11180,periodontal,administration around a tooth.,,
RID11181,rectal,administration to the rectum.,,
RID11182,respiratory,administration within the respiratory tract by inhaling orally or nasally for local or systemic effect.,inhalation,
RID11184,retrobulbar,behind the eyeball.,,
RID11185,soft tissue administration,,,
RID11186,,administration beneath the arachnoid.,,
RID11187,subconjunctival,administration beneath the conjunctiva.,,
RID11188,subcutaneous,administration beneath the skin; hypodermic.,subdermal,
RID11190,sublingual,administration beneath the tongue.,,
RID11191,submucosal,administration beneath the mucous membrane.,,
RID11192,topical,administration to a particular spot on the outer surface of the body.  The e2b term transmammary is a subset of the term topical.,,
RID11193,transdermal,administration through the dermal layer of the skin to the systemic circulation by diffusion.,,
RID11194,transmucosal,administration across the mucosa.,,
RID11195,transplacental,administration through or across the placenta.,,
RID11196,transtracheal,administration through the wall of the trachea.,,
RID11197,transtympanic,administration across or through the tympanic cavity.,,
RID11198,ureteral,administration into the ureter.,,
RID11199,urethral,administration into the urethra.,,
RID11200,vaginal,administration into the vagina.,,
