loinc_number,long_common_name,short_name,modality,anatomic_location,synonyms_count,top_synonyms
103387-7,Portable XR Foot - right Single view,XR port Foot-R 1V,XR,Lower extremity; True; Right,27,1V; Document; EXT; Extr-R; Film
103388-5,XR Toe fourth - right GE 2 Views,XR Toe 4th-R GE 2V,XR,Lower extremity; True; Right,30,4th; 4th toe; Document; EXT; Extr-R
103389-3,Portable XR Humerus - right 2 Views,XR port Humerus-R 2V,XR,Upper extremity; True; Right,28,2V; 2VW; Arm; Document; EXT
103390-1,XR Sacroiliac joint - left GE 3 Views,XR SIJ-L GE 3V,XR,Pelvis; True; Left,25,Document; Films; Finding; Findings; GE 3V
103391-9,XR Lower extremity - bilateral GE 2 Views,XR LE-Bl GE 2V,XR,Lower extremity; True; Bilateral,25,Bil; Bilat; Both; Document; EXT
103392-7,XR Lower extremity - left 2 Views,XR LE-L 2V,XR,Lower extremity; True; Left,25,2V; 2VW; Document; EXT; Extr-L
103393-5,XR Kidney - right Views W contrast R-antegrade,XR Kidney-R Views W contr R-Ante,XR,True; Abdomen; Right,35,Abd; Abdo; Abdomen+; Abdominal; c
103394-3,XR Toe fifth - right GE 2 Views,XR Toe 5th-R GE 2V,XR,Lower extremity; True; Right,30,5th; 5th toe; Document; EXT; Extr-R
103395-0,XR Clavicle - bilateral 2 Views,XR Clavicle-Bl 2V,XR,Chest; True; Bilateral,24,2V; 2VW; Bil; Bilat; Both
103396-8,XR Thoracic and lumbar spine Greater than 6 views for scoliosis,XR T+L-Spine GE 6V for Scoli,XR,Chest; Abdomen,32,Abd; Abdo; Abdomen+; Abdominal; CXR
103397-6,XR Neck Single view,XR Neck 1V,XR,Neck,14,1V; Document; Film; Finding; Findings
103398-4,Portable XR Femur - right Single view,XR port Femur-R 1V,XR,Lower extremity; True; Right,28,1V; Document; EXT; Extr-R; Femoral
103399-2,XR Clavicle - bilateral GE 2 Views,XR Clavicle-Bl GE 2V,XR,Chest; True; Bilateral,24,Bil; Bilat; Both; Clavicle-Bl; Clavicles
103400-8,XR Cervical spine 7 Views W flexion and W extension,XR C-spine 7V W FE,XR,Neck,22,7V; C/sp; Cerv; C-spine; Document
103401-6,XR Finger - bilateral GE 2 Views,XR Finger-Bl GE 2V,XR,Upper extremity; True; Bilateral,26,Arm; Bil; Bilat; Both; Document
103402-4,XR Toe second - right GE 2 Views,XR Toe 2nd-R GE 2V,XR,Lower extremity; True; Right,30,2nd; 2nd toe; Document; EXT; Extr-R
103403-2,XR Wrist - right 3 Scaphoid Views,XR Wrist-R 3V Scaphoid,XR,Upper extremity; True; Right,32,3V; 3V Scaphoid; 3VW; Arm; Carpal bone
103404-0,XR Hip - bilateral Views during surgery,XR Hip-Bl Views in Surg,XR,Lower extremity; True; Bilateral,31,Bil; Bilat; Both; Document; EXT
103405-7,XR Wrist - bilateral AP and Lateral,XR Wrist-Bl AP+Lat,XR,Upper extremity; True; Bilateral,36,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Bil
103406-5,XR Spine Lumbar and Sacrum 2 Views,XR L-spine+Sacrum 2V,XR,Abdomen; Pelvis,30,2V; 2VW; Abd; Abdo; Abdomen+
103407-3,XR Ankle and Foot - right 2 Views,XR Ankle+Foot-R 2V,XR,Lower extremity; True; Right,30,2V; 2VW; Ankle+Foot-R; Ankle-R; Document
103408-1,XR Upper extremity - left 2 Views,XR UE-L 2V,XR,Upper extremity; True; Left,25,2V; 2VW; Arm; Document; EXT
103409-9,Portable XR Radius and Ulna - right 2 Views,XR port Radius+Ulna-R 2V,XR,Upper extremity; True; Right,28,2V; 2VW; Arm; Document; EXT
103410-7,Portable XR Femur - left Single view,XR port Femur-L 1V,XR,Lower extremity; True; Left,28,1V; Document; EXT; Extr-L; Femoral
103411-5,Portable XR Tibia and Fibula - bilateral 2 Views,XR port Tib+Fib-Bl 2V,XR,Lower extremity; True; Bilateral,28,2V; 2VW; Bil; Bilat; Both
103412-3,Portable XR Foot - left 2 Views,XR port Foot-L 2V,XR,Lower extremity; True; Left,28,2V; 2VW; Document; EXT; Extr-L
103413-1,XR Upper extremity - right 2 Views,XR UE-R 2V,XR,Upper extremity; True; Right,25,2V; 2VW; Arm; Document; EXT
103414-9,Portable XR Hand - right 2 Views,XR port Hand-R 2V,XR,Upper extremity; True; Right,28,2V; 2VW; Arm; Document; EXT
103415-6,Portable XR Wrist - left 2 Views,XR port Wrist-L 2V,XR,Upper extremity; True; Left,31,2V; 2VW; Arm; Carpal bone; Carpal bones
103416-4,XR Sinuses 3 or 4 Views,XR Sinuses 3V or 4V,XR,Head,24,3V; 3V or 4V; 3VW; Brain; Cranial
103417-2,Portable XR Knee - right 3 Views,XR port Knee-R 3V,XR,Lower extremity; True; Right,29,3V; 3VW; Document; EXT; Extr-R
103418-0,XR Facial bones 2 Views,XR Face 2V,XR,Head,22,2V; 2VW; Brain; Cranial; Cranium
103419-8,XR Ankle and Foot - left GE 3 Views,XR Ankle+Foot-L GE 3V,XR,Lower extremity; True; Left,29,Ankle+Foot-L; Ankle-L; Document; EXT; Extr-L
103420-6,XR Ankle and Foot - right GE 3 Views,XR Ankle+Foot-R GE 3V,XR,Lower extremity; True; Right,30,Ankle+Foot-R; Ankle-R; Document; EXT; Extr-R
103421-4,Portable XR Elbow - left 2 Views,XR port Elbow-L 2V,XR,Upper extremity; True; Left,29,2V; 2VW; Arm; Document; Elbow-L
103422-2,Portable XR Neck Single view,XR port Neck 1V,XR,Neck,15,1V; Document; Film; Finding; Findings
103423-0,XR Sacroiliac joint - right GE 3 Views,XR SIJ-R GE 3V,XR,Pelvis; True; Right,25,Document; Films; Finding; Findings; GE 3V
103424-8,XR Ankle - bilateral Single view,XR Ankle-Bl 1V,XR,Lower extremity; True; Bilateral,26,1V; Ankle-Bl; Ankles; Bil; Bilat
103425-5,Portable XR Elbow - right 2 Views,XR port Elbow-R 2V,XR,Upper extremity; True; Right,29,2V; 2VW; Arm; Document; Elbow-R
103426-3,Portable XR Wrist - right 2 Views,XR port Wrist-R 2V,XR,Upper extremity; True; Right,31,2V; 2VW; Arm; Carpal bone; Carpal bones
103427-1,XR Shoulder - right GE 3 Views,XR Should-R GE 3V,XR,Upper extremity; True; Right,27,Arm; Document; EXT; Extr-R; Films
103428-9,XR Lower extremity - bilateral 2 Views,XR LE-Bl 2V,XR,Lower extremity; True; Bilateral,25,2V; 2VW; Bil; Bilat; Both
103429-7,Portable XR Foot - right 2 Views,XR port Foot-R 2V,XR,Lower extremity; True; Right,29,2V; 2VW; Document; EXT; Extr-R
103430-5,Portable XR Clavicle - left Views,XR port Clavicle-L Views,XR,Chest; True; Left,20,Clavicle-L; CXR; Document; Films; Finding
103431-3,XR Knee - bilateral 5 Views,XR Knee-Bl 5V,XR,Lower extremity; True; Bilateral,28,5V; 5VW; Bil; Bilat; Both
103432-1,XR Elbow - bilateral Single view,XR Elbow-Bl 1V,XR,Upper extremity; True; Bilateral,26,1V; Arm; Bil; Bilat; Both
103433-9,XR Orbit - left GE 4 Views,XR Orbit-L GE 4V,XR,True; Left; Head,25,Brain; Cranial; Cranium; Document; Eye socket
103434-7,Portable XR Clavicle - right Views,XR port Clavicle-R Views,XR,Chest; True; Right,20,Clavicle-R; CXR; Document; Films; Finding
103435-4,XR Humerus - bilateral Single view,XR Humerus-Bl 1V,XR,Upper extremity; True; Bilateral,25,1V; Arm; Bil; Bilat; Both
103436-2,XR Spine Lumbar and Sacrum GE 4 Views W right bending and W left bending,XR L-spine+Sacrum GE 4V W R+L-bending,XR,Abdomen; Pelvis,38,Abd; Abdo; Abdomen+; Abdominal; Document
103437-0,XR Patella - left 1 or 2 Views,XR Patella-L 1V or 2V,XR,Lower extremity; True; Left,27,1V or 2V; Document; EXT; Extr-L; Films
103438-8,XR Sacroiliac joint - left 1 or 2 Views,XR SIJ-L 1V or 2V,XR,Pelvis; True; Left,26,1V or 2V; Document; Films; Finding; Findings
103439-6,XR Orbit - right GE 4 Views,XR Orbit-R GE 4V,XR,True; Right; Head,25,Brain; Cranial; Cranium; Document; Eye socket
103440-4,Portable XR Hip - bilateral Views,XR port Hip-Bl Views,XR,Lower extremity; True; Bilateral,26,Bil; Bilat; Both; Document; EXT
103441-2,XR Skull 1 or 2 Views,XR Skull 1V or 2V,XR,Head,23,1V or 2V; Brain; Cranial; Cranium; Document
103442-0,XR Wrist - right and Hand - right GE 3 Views,XR Wrist+Hand-R GE 3V,XR,Upper extremity; True; Right,32,Arm; Carpal bone; Carpal bones; Carpal bones and joint; Document
103443-8,XR Sacroiliac joint - right 1 or 2 Views,XR SIJ-R 1V or 2V,XR,Pelvis; True; Right,26,1V or 2V; Document; Films; Finding; Findings
103444-6,XR Scapula - bilateral GE 2 Views,XR Scapula-Bl GE 2V,XR,Chest; True; Bilateral,23,Bil; Bilat; Both; CXR; Document
103445-3,XR Clavicle - left Single view,XR Clavicle-L 1V,XR,Chest; True; Left,20,1V; Clavicle-L; CXR; Document; Film
103446-1,XR Thumb - right 2 Views,XR Thumb-R 2V,XR,Upper extremity; True; Right,26,2V; 2VW; Arm; Document; EXT
103447-9,Portable XR Radius and Ulna - bilateral Single view,XR port Radius+Ulna-Bl 1V,XR,Upper extremity; True; Bilateral,27,1V; Arm; Bil; Bilat; Both
103448-7,XR Clavicle - right Single view,XR Clavicle-R 1V,XR,Chest; True; Right,20,1V; Clavicle-R; CXR; Document; Film
103449-5,XR Sacrum and Coccyx Single view,XR Sacrum+Coccyx 1V,XR,Pelvis,15,1V; Document; Film; Finding; Findings
103450-3,XR Shoulder - bilateral 5 Views,XR Shoulder-Bl 5V,XR,Upper extremity; True; Bilateral,26,5V; 5VW; Arm; Bil; Bilat
103451-1,XR Wrist - left and Hand - left GE 3 Views,XR Wrist+Hand-L GE 3V,XR,Upper extremity; True; Left,32,Arm; Carpal bone; Carpal bones; Carpal bones and joint; Document
103452-9,Portable XR Thoracic spine 3 Views,XR port T-spine 3V,XR,Chest,24,3V; 3VW; CXR; Document; Dorsal spine
103453-7,XR Thumb - left 2 Views,XR Thumb-L 2V,XR,Upper extremity; True; Left,26,2V; 2VW; Arm; Document; EXT
103454-5,XR Upper extremity - bilateral GE 2 Views,XR UE-Bl GE 2V,XR,Upper extremity; True; Bilateral,25,Arm; Bil; Bilat; Both; Document
103455-2,XR Cervical spine Single view during surgery,XR C-spine 1V in Surg,XR,Neck,24,1V; C/sp; Cerv; C-spine; Document
103456-0,Portable XR Chest View lateral-decubitus,XR port Chest 1V lat decub,XR,Chest,19,1V; 1V lat decub; CXR; Document; Film
103457-8,XR Wrist - bilateral 1 or 2 Views,XR Wrist-Bl 1V or 2V,XR,Upper extremity; True; Bilateral,32,1V or 2V; Arm; Bil; Bilat; Both
103458-6,Portable XR Hip - bilateral Single view,XR port Hip-Bl 1V,XR,Lower extremity; True; Bilateral,27,1V; Bil; Bilat; Both; Document
103459-4,Portable XR Femur - left 2 Views,XR port Femur-L 2V,XR,Lower extremity; True; Left,30,2V; 2VW; Document; EXT; Extr-L
103460-2,XR Ankle and Foot - left 2 Views,XR Ankle+Foot-L 2V,XR,Lower extremity; True; Left,29,2V; 2VW; Ankle+Foot-L; Ankle-L; Document
103461-0,XR Lumbar spine 3 Views W right bending and W left bending,XR L-spine 3V W R+L-bending,XR,Abdomen,35,3V; 3VW; Abd; Abdo; Abdomen+
103462-8,XR Radius and Ulna - bilateral Single view,XR Radius+Ulna-Bl 1V,XR,Upper extremity; True; Bilateral,26,1V; Arm; Bil; Bilat; Both
103463-6,XR Ankle - right Views AP,XR Ankle-R Views AP,XR,Lower extremity; True; Right,29,Ankle-R; Anterio-Posterior; Anteroposterior; Document; EXT
103464-4,Portable XR Femur - right 2 Views,XR port Femur-R 2V,XR,Lower extremity; True; Right,30,2V; 2VW; Document; EXT; Extr-R
103465-1,Portable XR Ankle - right AP and Lateral,XR port Ankle-R AP+Lat,XR,Lower extremity; True; Right,33,Ankle-R; Anterio-Posterior; Anteroposterior; AP+Lat; Document
103466-9,XR Ankle - left Views AP,XR Ankle-L Views AP,XR,Lower extremity; True; Left,29,Ankle-L; Anterio-Posterior; Anteroposterior; Document; EXT
103467-7,XR Wrist - right and Hand - right 2 Views,XR Wrist+Hand-R 2V,XR,Upper extremity; True; Right,32,2V; 2VW; Arm; Carpal bone; Carpal bones
103468-5,XR Scapula - left Single view,XR Scapula-L 1V,XR,Chest; True; Left,20,1V; CXR; Document; Film; Finding
103469-3,XR Ribs - bilateral and Chest 2 Views,XR Ribs-Bl + Chest 2V,XR,Chest; True; Bilateral,24,2V; 2VW; Bil; Bilat; Both
103470-1,XR Wrist - left and Hand - left 2 Views,XR Wrist+Hand-L 2V,XR,Upper extremity; True; Left,32,2V; 2VW; Arm; Carpal bone; Carpal bones
103471-9,XR Pelvis and Hip - bilateral 2 or 3 Views,XR Pelvis and Hip-Bl 2V or 3V,XR,Pelvis; Lower extremity; True; Bilateral,35,2V; 2V or 3V; 2VW; Bil; Bilat
103472-7,XR Nasal bones 1 or 2 Views,XR Nasal bones 1V or 2V,XR,Head,23,1V or 2V; Brain; Cranial; Cranium; Document
103473-5,XR Neck 2 Views,XR Neck 2V,XR,Neck,16,2V; 2VW; Document; Films; Finding
103474-3,XR Acromioclavicular joint - left Views WO weight,XR AC joint-L Views WO Wt,XR,Upper extremity; True; Left,29,AC joint; AC joint-L; ACJ; Arm; Document
103475-0,XR Scapula - right Single view,XR Scapula-R 1V,XR,Chest; True; Right,20,1V; CXR; Document; Film; Finding
103476-8,XR Ribs - bilateral and Chest Views 3 and View PA,XR Ribs-Bl + Chest 3V + PA,XR,Chest; True; Bilateral,31,1V; 3V; 3V + PA; 3V + View; 3VW
103477-6,XR Wrist - bilateral Carpal tunnel,XR Wrist-Bl Carpal tunnel,XR,Upper extremity; True; Bilateral,29,1V; Arm; Bil; Bilat; Both
103478-4,XR Acromioclavicular joint - right Views WO weight,XR AC joint-R Views WO Wt,XR,Upper extremity; True; Right,29,AC joint; AC joint-R; ACJ; Arm; Document
103479-2,XR Acromioclavicular joint - left Views W weight,XR AC joint-L Views W Wt,XR,Upper extremity; True; Left,30,AC joint; AC joint-L; ACJ; Arm; Document
103480-0,Portable XR Hand - left 2 Views,XR port Hand-L 2V,XR,Upper extremity; True; Left,28,2V; 2VW; Arm; Document; EXT
103481-8,XR Upper extremity - left Single view,XR UE-L 1V,XR,Upper extremity; True; Left,23,1V; Arm; Document; EXT; Extr-L
103482-6,XR Acromioclavicular joint - right Views W weight,XR AC joint-R Views W Wt,XR,Upper extremity; True; Right,30,AC joint; AC joint-R; ACJ; Arm; Document
103483-4,Portable XR Radius and Ulna - left 2 Views,XR port Radius+Ulna-L 2V,XR,Upper extremity; True; Left,29,2V; 2VW; Arm; Document; EXT
103484-2,Portable XR Mandible Single view,XR port Mandible 1V,XR,Unspecified; True; Head,22,1V; Brain; Cranial; Cranium; Document
103485-9,XR Upper extremity - right Single view,XR UE-R 1V,XR,Upper extremity; True; Right,23,1V; Arm; Document; EXT; Extr-R
103486-7,Portable XR Clavicle - bilateral Views,XR port Clavicle-Bl Views,XR,Chest; True; Bilateral,22,Bil; Bilat; Both; Clavicle-Bl; Clavicles
103487-5,Portable XR Knee - right 1 or 2 Views,XR port Knee-R 1V or 2V,XR,Lower extremity; True; Right,30,1V or 2V; Document; EXT; Extr-R; Films
103488-3,XR Zygomatic arch GE 3 Views,XR Zygomatic arch GE 3V,XR,Unspecified; True; Head,22,Brain; Cheek bone; Cranial; Cranium; Document
103489-1,Portable XR Elbow - right AP and Lateral,XR port Elbow-R AP+Lat,XR,Upper extremity; True; Right,34,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
103490-9,XR Lumbar spine 2 Views W right bending and W left bending,XR L-spine 2V W R+L-bending,XR,Abdomen,35,2V; 2VW; Abd; Abdo; Abdomen+
103491-7,XR Upper extremity - bilateral 2 Views,XR UE-Bl 2V,XR,Upper extremity; True; Bilateral,25,2V; 2VW; Arm; Bil; Bilat
103492-5,Portable XR Elbow - left AP and Lateral,XR port Elbow-L AP+Lat,XR,Upper extremity; True; Left,34,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
103493-3,XR Mastoid - left GE 3 Views,XR Mastoid-L GE 3V,XR,True; Left; Head,24,Brain; Cranial; Cranium; Document; Films
103494-1,Portable XR Knee - bilateral 1 or 2 Views,XR port Knee-Bl 1V or 2V,XR,Lower extremity; True; Bilateral,31,1V or 2V; Bil; Bilat; Both; Document
103495-8,XR Mastoid - right GE 3 Views,XR Mastoid-R GE 3V,XR,True; Right; Head,24,Brain; Cranial; Cranium; Document; Films
103496-6,XR Ankle - right Lateral Views,XR Ankle-R Views Lat,XR,Lower extremity; True; Right,25,Ankle-R; Document; EXT; Extr-R; Films
103497-4,Portable XR Tibia and Fibula - bilateral Single view,XR port Tib+Fib-Bl 1V,XR,Lower extremity; True; Bilateral,26,1V; Bil; Bilat; Both; Document
103498-2,XR Lumbar spine GE 2 Views W right bending and W left bending,XR L-spine GE 2V W R+L-bending,XR,Abdomen,35,Abd; Abdo; Abdomen+; Abdominal; Document
103499-0,XR Ankle - left Lateral Views,XR Ankle-L Views Lat,XR,Lower extremity; True; Left,25,Ankle-L; Document; EXT; Extr-L; Films
103500-5,XR Chest Views 3 and Apical lordotic,XR Chest 3V+Apical lord,XR,Chest,19,3V; 3V+Apical lord; 3VW; CXR; Document
103501-3,XR Mandible - right LE 3 Views,XR Mandible-R LE 3V,XR,True; Right; Head,27,Brain; Cranial; Cranium; Document; Films
103502-1,XR Mandible - left LE 3 Views,XR Mandible-L LE 3V,XR,True; Left; Head,27,Brain; Cranial; Cranium; Document; Films
103503-9,Portable XR Wrist - bilateral 2 Views,XR port Wrist-Bl 2V,XR,Upper extremity; True; Bilateral,32,2V; 2VW; Arm; Bil; Bilat
103504-7,XR Scapula - bilateral 2 Views,XR Scapula-Bl 2V,XR,Chest; True; Bilateral,23,2V; 2VW; Bil; Bilat; Both
103505-4,Portable XR Ankle - bilateral 2 Views,XR port Ankle-Bl 2V,XR,Lower extremity; True; Bilateral,29,2V; 2VW; Ankle-Bl; Ankles; Bil
103506-2,XR Wrist - left 1 or 2 Views,XR Wrist-L 1V or 2V,XR,Upper extremity; True; Left,31,1V or 2V; Arm; Carpal bone; Carpal bones; Carpal bones and joint
103507-0,Portable XR Facial bones 1 or 2 Views,XR port Face 1V or 2V,XR,Head,24,1V or 2V; Brain; Cranial; Cranium; Document
103508-8,XR Upper extremity - bilateral Single view,XR UE-Bl 1V,XR,Upper extremity; True; Bilateral,23,1V; Arm; Bil; Bilat; Both
103509-6,Portable XR Sacrum and Coccyx Single view,XR port Sacrum+Coccyx 1V,XR,Pelvis,16,1V; Document; Film; Finding; Findings
103510-4,Portable XR Scapula - left Single view,XR port Scapula-L 1V,XR,Chest; True; Left,21,1V; CXR; Document; Film; Finding
103511-2,Portable XR Scapula - right Single view,XR port Scapula-R 1V,XR,Chest; True; Right,21,1V; CXR; Document; Film; Finding
103512-0,Portable XR Sternum Single view,XR port Sternum 1V,XR,Chest,19,1V; CXR; Document; Film; Finding
103513-8,XR Radius and Ulna - bilateral 3 Views,XR Radius+Ulna-Bl 3V,XR,Upper extremity; True; Bilateral,28,3V; 3VW; Arm; Bil; Bilat
103514-6,Portable XR Cervical spine 4 or 5 Views,XR port C-spine 4V or 5V,XR,Neck,22,4V; 4V or 5V; 4VW; C/sp; Cerv
103515-3,XR Wrist - bilateral 3 Scaphoid Views,XR Wrist-Bl 3V Scaphoid,XR,Upper extremity; True; Bilateral,33,3V; 3V Scaphoid; 3VW; Arm; Bil
103516-1,Portable XR Shoulder - bilateral Views,XR port Shoulder-Bl Views,XR,Upper extremity; True; Bilateral,25,Arm; Bil; Bilat; Both; Document
103517-9,Portable XR Femur - bilateral 2 Views,XR port Femur-Bl 2V,XR,Lower extremity; True; Bilateral,30,2V; 2VW; Bil; Bilat; Both
103518-7,Portable XR Knee - left 3 Views,XR port Knee-L 3V,XR,Lower extremity; True; Left,29,3V; 3VW; Document; EXT; Extr-L
103519-5,XR Wrist - right 1 or 2 Views,XR Wrist-R 1V or 2V,XR,Upper extremity; True; Right,31,1V or 2V; Arm; Carpal bone; Carpal bones; Carpal bones and joint
103520-3,XR Sacroiliac joint - right 3 Views,XR SIJ-R 3V,XR,Pelvis; True; Right,25,3V; 3VW; Document; Films; Finding
103521-1,XR Orbit - bilateral 3 Views,XR Orbit-Bl 3V,XR,True; Bilateral; Head,28,3V; 3VW; Bil; Bilat; Both
103522-9,XR Thumb - right Single view,XR Thumb-R 1V,XR,Upper extremity; True; Right,24,1V; Arm; Document; EXT; Extr-R
103523-7,XR Finger fifth - right Single view,XR Finger.5th-R 1V,XR,Upper extremity; True; Right,26,1V; 5th; Arm; Document; EXT
103524-5,XR Salivary gland - left Single view,XR Salivary gland-L 1V,XR,True; Left; Head,22,1V; Brain; Cranial; Cranium; Document
103525-2,XR Finger second - left Single view,XR Finger.2nd-L 1V,XR,Upper extremity; True; Left,26,1V; 2nd; Arm; Document; EXT
103526-0,XR Salivary gland - right Single view,XR Salivary gland-R 1V,XR,True; Right; Head,22,1V; Brain; Cranial; Cranium; Document
103527-8,XR Finger third - right Single view,XR Finger.3rd-R 1V,XR,Upper extremity; True; Right,26,1V; 3rd; Arm; Document; EXT
103528-6,Portable XR Elbow - bilateral 2 Views,XR port Elbow-Bl 2V,XR,Upper extremity; True; Bilateral,29,2V; 2VW; Arm; Bil; Bilat
103529-4,XR Thumb - left Single view,XR Thumb-L 1V,XR,Upper extremity; True; Left,24,1V; Arm; Document; EXT; Extr-L
103530-2,Portable XR Ribs - right and Chest Views,XR port Ribs-R + Chest Views,XR,Chest; True; Right,21,CXR; Document; Films; Finding; Findings
103531-0,XR Finger fourth - left Single view,XR Finger.4th-L 1V,XR,Upper extremity; True; Left,26,1V; 4th; Arm; Document; EXT
103532-8,Portable XR Shoulder - bilateral Single view,XR port Shoulder-Bl 1V,XR,Upper extremity; True; Bilateral,26,1V; Arm; Bil; Bilat; Both
103533-6,XR Clavicle - bilateral Single view,XR Clavicle-Bl 1V,XR,Chest; True; Bilateral,22,1V; Bil; Bilat; Both; Clavicle-Bl
103534-4,XR Finger second - right Single view,XR Finger.2nd-R 1V,XR,Upper extremity; True; Right,26,1V; 2nd; Arm; Document; EXT
103535-1,XR Ankle - bilateral Views AP,XR Ankle-Bl Views AP,XR,Lower extremity; True; Bilateral,30,Ankle-Bl; Ankles; Anterio-Posterior; Anteroposterior; Bil
103536-9,XR Finger fifth - left Single view,XR Finger.5th-L 1V,XR,Upper extremity; True; Left,26,1V; 5th; Arm; Document; EXT
103537-7,XR Radius and Ulna Single view,XR Radius+Ulna 1V,XR,Upper extremity; Unspecified; True,20,1V; Arm; Document; EXT; Film
103538-5,Portable XR Ribs - left and Chest Views,XR port Ribs-L + Chest Views,XR,Chest; True; Left,21,CXR; Document; Films; Finding; Findings
103539-3,XR Finger third - left Single view,XR Finger.3rd-L 1V,XR,Upper extremity; True; Left,26,1V; 3rd; Arm; Document; EXT
103540-1,Portable XR Wrist - right Scaphoid Views,XR port Wrist-R Views scaphoid,XR,Upper extremity; True; Right,29,Arm; Carpal bone; Carpal bones; Carpal bones and joint; Document
103541-9,XR Spine GE 6 Views,XR Spine GE 6V,XR,XXX,22,Document; Films; Finding; Findings; GE 6V
103848-8,RF Spine Lumbar and Sacrum Views W contrast IT,RF L-spine+Sacrum Views W contr IT,RF,Abdomen; Pelvis,35,Abd; Abdo; Abdomen+; Abdominal; c
103849-6,RF Guidance for removal of foreign body from Esophagus,RF Guided Esophagus FB removal,RF,Chest,21,bod; Bodies; Document; Esophageal; Extraction
103850-4,RF Kidney Views W contrast via nephrostomy tube,RF Kidney Views W contr via NT,RF,Unspecified; True; Abdomen,27,Abd; Abdo; Abdomen+; Abdominal; c
103851-2,RF Urethra Views W contrast retrograde via urethra,RF Urethra Views W contr RU,RF,Pelvis,29,c; Contr; Contra; Contrst; Defecography
